Nome,Currículo Lattes,Nome em Citações Bibliográficas
Ricardo Ramos Fragelli,http://lattes.cnpq.br/6119310102978688,"FRAGELLI, R.R.;RAMOS FRAGELLI, RICARDO;FRAGELLI, RICARDO RAMOS"
Sarah Christina Caldas Oliveira,http://lattes.cnpq.br/0010973626622666,"OLIVEIRA, S. C. C.;Caldas, Sarah Christina;Oliveira, Sarah Christina Caldas;CALDAS OLIVEIRA, SARAH C.;CALDAS OLIVEIRA, SARAHC;OLIVEIRA, SARAH C. CALDAS;OLIVEIRA, SARAH CHRISTINA C."
Alexandre Jackson Chan Vianna,http://lattes.cnpq.br/9276311740295002,"CHAN-VIANNA, A. J."
Américo Pierangeli Costa,http://lattes.cnpq.br/3537105264550978,"COSTA, A. P.;COSTA, AMÉRICO PIERANGELI;PIERANGELI-COSTA, A."
Catia Sousa Govêia,http://lattes.cnpq.br/5051087997069080,"GOVÊIA, Catia Sousa;SOUSA GOVÊIA, CÁTIA;GOVÊIA, C. S.;GOVÊIA, CÁTIA SOUSA;GOVEIA, CATIA SOUSA;GOVEIA, C. S."
Geovana Lorena Bertussi,http://lattes.cnpq.br/7807516727155977,"BERTUSSI, G. L.;BERTUSSI, GEOVANA LORENA"
Gilson Charles dos Santos,http://lattes.cnpq.br/1824233147353626,"SANTOS, G. C.;DOS SANTOS, GILSON CHARLES"
Ileno Izídio da Costa,http://lattes.cnpq.br/5956172125060001,"COSTA, I. I.;COSTA, ILENO IZÍDIO DA"
Jorge Carlos Lucero,http://lattes.cnpq.br/8444332296327124,"Lucero, J. C.;LUCERO, J;LUCERO, JORGE C.;Lucero, J.;Lucero, Jorge;Lucero, Jorge C."
Luís Gustavo Ferreira Viegas,http://lattes.cnpq.br/7115223149093898,"VIEGAS, L. G. F.;VIEGAS, Luiz G. F.;Viegas, Luiz G.F.;Luís Gustavo F. Viegas;VIEGAS, LUÍS GUSTAVO F.;Gustavo Viegas;G Viegas;L.G.F. Viegas"
Luiz Guilherme Rodrigues de Mello,http://lattes.cnpq.br/2607319033421081,"MELLO, L. G. R.;DE MELLO, LUIZ GUILHERME RODRIGUES"
Maria Ines Gandolfo Conceicao,http://lattes.cnpq.br/4221353466102924,"CONCEICAO, M. I. G.;Conceição, Maria Inês Gandolfo"
Miguel Ângelo Montagner,http://lattes.cnpq.br/7144977236020220,"MONTAGNER, M. A.;Montagner, Miguel Ângelo"
Nayara Moreno de Siqueira,http://lattes.cnpq.br/0046650762700223,"SIQUEIRA, N. M."
Rafael Rodrigues da Franca,http://lattes.cnpq.br/2530058025139960,"FRANCA, R. R.;FRANCA, RAFAEL RODRIGUES DA"
Rebecca Neaera Abers,http://lattes.cnpq.br/0161487799376958,"ABERS, R. N.;Abers, Rebecca Neaera;ABERS, REBECCA"
Juliana Petrocchi Rodrigues,http://lattes.cnpq.br/5311560340084408,"RODRIGUES, J. P.;RODRIGUES, JULIANA P.;JULIANA PETROCCHI RODRIGUES"
Alba Cristina Magalhães Alves de Melo,http://lattes.cnpq.br/5123602572479168,"MELO, A. C. M. A.;Melo, Alba C.M.A.;Melo, Alba Cristina Magalhaes Alves;DE MELO, ALBA CRISTINA MAGALHAES ALVES;Magalhaes Alves de Melo, Alba Cristina;MAGALHAES ALVES DE MELO, ALBA CRISTINA;MELO, ALBA CRISTINA MAGALHAES ALVES DE;MELO, ALBA C. M. A.;De Melo, AlbaC. M. A.;DE MELO, ALBA C.M.A.;Melo, Alba Cristina M. A.;Melo, Alba Cristina M.A. De;DE MELO, ALBA C. M. A.;MELO, ALBA CRISTINA MAGALHAES A.;Melo, Alba de;Melo, Alba C.M.A. de;MELO, ALBA CRISTINA MAGALHAES DE;ALVES DE MELO, ALBA CRISTINA MAGALHAES;MELO, ALBA C. M. A. DE;MELO, ALBA C M A;DE MELO, ALBA C. M. A.;De Melo, Alba Cristina M. A."
Ana Sheila Fernandes Costa,http://lattes.cnpq.br/3724711272294120,"COSTA, A. S. F."
Daniel Guerreiro e Silva,http://lattes.cnpq.br/3636638127781726,"SILVA, D. G.;Silva, D.G.;SILVA, DANIEL G.;E SILVA, DANIEL G.;E SILVA, D. G.;E Silva, D. G.;Silva, Daniel;SILVA, DANIEL GUERREIRO E;SILVA, DANIEL GUERREIRO E.;GUERREIRO E SILVA, DANIEL"
Elton Luiz Dantas,http://lattes.cnpq.br/9718399842317946,"DANTAS, E. L.;Dantas, Elton Luiz;Dantas, E.L.;Dantas, Elton;DANTAS, Elton Luis;LUIZ DANTAS, ELTON;DANTAS, ELTON L.;DANTAS, E."
Erlando da Silva Rêses,http://lattes.cnpq.br/8519891607184656,"RÊSES, Erlando da Silva;RÊSES, ERLANDO DA SILVA;RESES, ERLANDO DA SILVA"
Fernanda Müller,http://lattes.cnpq.br/4068785397717343,"MÜLLER, F.;MÜLLER, Fernanda"
Francisco Assis de Oliveira Nascimento,http://lattes.cnpq.br/3269842674142738,"NASCIMENTO, F. A. O.;Nascimento, Francisco A de O;Nascimento, Francisco A O;Nascimento, Francisco Assis de Oliveira;Nascimento, Francisco Assis;Nascimento, F. A. Do;Nascimento, F. A De O.;NASCIMENTO, F. A. DE O.;DE O. NASCIMENTO, FRANCISCO ASSIS;NASCIMENTO, FRANCISCO ASSIS DE O.;ASSIS OLIVEIRA NASCIMENTO, FRANCISCO"
Guilherme Novaes Ramos,http://lattes.cnpq.br/7879595143050087,"RAMOS, G. N.;RAMOS, G;Ramos, Guilherme N.;RAMOS, GUILHERME NOVAES;NOVAES RAMOS, GUILHERME;RAMOS, GUILHERME"
Mauro Niskier Sanchez,http://lattes.cnpq.br/3999089711937009,"SANCHEZ, M;SANCHEZ, MN;SANCHEZ, MAURO N.;SANCHEZ, MAURO N;SANCHEZ, MAURO NISKIER;SANCHEZ, M.;N SANCHEZ, MAURO"
Roberto Vila Gabriel,http://lattes.cnpq.br/4978745622057574,"R. Vila;VILA, ROBERTO"
Aline Gomes da Silva Pinto,http://lattes.cnpq.br/8841889590325121,"PINTO, A. G. S.;PINTO, ALINE G.S.;PINTO, ALINE G. S."
Aline Ursula Rocha Fernandes,http://lattes.cnpq.br/8311235086213696,"FERNANDES, Aline Ursula Rocha;Fernandes, Aline Ùrsula Rocha;Fernandes, Aline Úrsula Rocha"
André Leclerc,http://lattes.cnpq.br/6525569862867870,"LECLERC, A."
Claudia Costa Brochado,http://lattes.cnpq.br/7502810886357127,"BROCHADO, C. C."
Eliete Ávila Wolff,http://lattes.cnpq.br/7062675483728650,"WOLFF, Eliete Ávila"
Joára Cronemberger Ribeiro Silva,http://lattes.cnpq.br/8055747606186542,"SILVA, J. C. R.;CRONEMBERGER, JOARA"
Jorge das Graças Veloso,http://lattes.cnpq.br/7206112236857233,"VELOSO, Jorge das Graças;VELOSO, J. G."
Jose Felicio da Silva,http://lattes.cnpq.br/2957228356035337,"SILVA, J. F.;FELICIO DA SILVA, j;JOSE FELICIO DA SILVA;J.F. da Silva;DA SILVA J.F.;DA SILVA, J.F.;José Felício da Silva"
Ronni Geraldo Gomes de Amorim,http://lattes.cnpq.br/4086384842130773,"AMORIM, R. G. G.;Amorin, R. G. G.;AMORIN, R.G.G.;AMORIM, RONNI G. G.;AMORIM, RONNI G.G.;AMORIM, RONNI GERALDO GOMES DE;Ronni G. G. Amorim;AMORIM, RONNI;GOMES DE AMORIM, RONNI GERALDO;AMORIM, R.G.G.;Ronni Geraldo Gomes de Amorim;de Amorim, Ronni Geraldo Gomes"
Jose Luis Vital de Brito,http://lattes.cnpq.br/4997599119706415,"BRITO, J. L. V.;DE BRITO, JOSÉ LUIS VITAL;BRITO, JOSÉ;BRITO, JOSÉ LUIS VITAL DE;J. L. V. DE BRITO;BRITO, J.L.V. DE;BRITO, J. L. V. DE;DE BRITO, JOSÉ LUÍS VITAL;DE BRITO, JOSE LUIS VITAL"
Letícia Gonçalves Nunes Coelho,http://lattes.cnpq.br/9494586865600107,"COELHO, L. N., Letícia Coelho;Coelho, Letícia N.;Coelho, L. N.;COELHO, LETICIA N.;COELHO, LETICIA"
Danielle Montenegro Salamone Nunes,http://lattes.cnpq.br/4471570353184099,"NUNES, D. M. S."
Eliene Novaes Rocha,http://lattes.cnpq.br/5973167783436654,"ROCHA, Eliene Novaes;Novaes Rocha, Eliene"
Tati de Almeida,http://lattes.cnpq.br/3367180710437907,"Almeida, T.;DE ALMEIDA, TATI;ALMEIDA, TATI"
Ana Suelly Arruda Câmara Cabral,http://lattes.cnpq.br/9247668950073325,"CABRAL, A. S. A. C.;CABRAL, ANA SUELLY ARRUDA CÂMARA"
Arsen Melikyan,http://lattes.cnpq.br/0345725410542598,"MELIKYAN, A.;Melikyan, Arsen;MELIKYAN, A;A. MELIKYAN"
Danielle Sandi Pinheiro,http://lattes.cnpq.br/2617780921863806,"PINHEIRO, Danielle. S."
Eduardo Tadeu Vieira,http://lattes.cnpq.br/1114398561970191,"VIEIRA, Eduardo Tadeu"
Flaviane de Carvalho Canavesi,http://lattes.cnpq.br/8689253964968139,"CANAVESI, F. C."
Giovanni Almeida Santos,http://lattes.cnpq.br/0580891429319047,"SANTOS, G. A.;SANTOS, GIOVANNI ALMEIDA"
Neio Lucio de Oliveira Campos,http://lattes.cnpq.br/1175332440156178,"CAMPOS, Neio;CAMPOS, NEIO;CAMPOS, NEIO LÚCIO DE OLIVEIRA"
Paula Melo Martins,http://lattes.cnpq.br/4272655622946002,"MARTINS, P. M.;MARTINS, PAULA M."
Pedro Robson Pereira Neiva,http://lattes.cnpq.br/5071105098052085,"NEIVA, Pedro;Neiva, Pedro;Neiva, Pedro Robson Pereira"
Rita de Cássia de Almeida Castro,http://lattes.cnpq.br/9306202861550555,"CASTRO, Rita de Almeida"
Alexandre Luiz Gonçalves de Rezende,http://lattes.cnpq.br/4081758234158372,"REZENDE, Alexandre;REZENDE, ALEXANDRE LUIZ GONÇALVES DE;REZENDE ALG;Alexandre L. G. Rezende;REZENDE, ALG;REZENDE;SANCHES e REZENDE;de Rezende, ALG;DE REZENDE, A. L. G.;DE REZENDE, ALEXANDRE LUIZ GONÇALVES;REZENDE, ALEXANDRE LUIZ GONÇALVES DE"
Cristiane Guinancio,http://lattes.cnpq.br/6128629636125245,"GUINANCIO, C."
Maria Fernanda Dangelo Valentim Abreu,http://lattes.cnpq.br/2842083950983908,"ABREU, Maria Fernanda Dangelo Valentim"
Valdirene Maria Silva Capuzzo,http://lattes.cnpq.br/9977729587548984,"SILVA, Valdirene Maria;Capuzzo, Valdirene Maria Silva;Capuzzo, Valdirene M S;CAPUZZO, VALDIRENE M. S.;Silva, Valdirene Maria;Capuzzo, Valdirene Maria S."
Elaine Cristina Leite Pereira,http://lattes.cnpq.br/3731064512703570,"PEREIRA, E.C.L.;MOTA, E.C.L.;Mota, Elaine Cristina Leite;Pereira, Elaine Cristina Leite;Pereira, Elaine C L;Leite Pereira, Elaine Cristina;Pereira, Elaine Cristina L"
Fabricio Machado Silva,http://lattes.cnpq.br/0221220703324031,"SILVA, F. M.;MACHADO, F.;SILVA, FABRICIO M.;SILVA, FABRICIO MACHADO;Machado, Fabricio;SILVA, FABRÍCIO MACHADO"
Pedro Dultra Benevides,http://lattes.cnpq.br/8633052530608568,"Pedro Dultra;Pedro Benevides;Pedro Dultra Benevides;BENEVIDES, PEDRO DULTRA"
Adriana Almeida Sales de Melo,http://lattes.cnpq.br/7571440852975071,"MELO, A. A. S."
Jaqueline Godoy Mesquita,http://lattes.cnpq.br/7249985370010988,"Godoy Mesquita, Jaqueline;G. Mesquita, Jaqueline;MESQUITA, JAQUELINE GODOY;MESQUITA, JAQUELINE G.;MESQUITA, J. G."
Joaquim José Soares Neto,http://lattes.cnpq.br/1594664312846964,"Soares Neto, J. J.;SOARES NETO, JOAQUIM JOSÉ;NETO, JOAQUIM JOSÉ SOARES"
Keila Cristianne Trindade da Cruz,http://lattes.cnpq.br/2542068382004035,"CRUZ, K. C. T.;CRUZ, KEILA CRISTIANNE TRINDADE DA;Cruz, KCT;Cruz KCT;Cruz Keila Cristianne Trindade da Cruz"
Kelley Cristine Goncalves Dias Gasque,http://lattes.cnpq.br/5059429476738704,"GASQUE, Kelley Cristine G. D.;GASQUE, KELLEY CRISTINE GONÇALVES DIAS;GONÇALVES DIAS GASQUE, KELLEY CRISTINE"
Livia Cristina Lira de Sa Barreto,http://lattes.cnpq.br/3820736224939372,"SÁ BARRETO, L. C. L.;SÁ-BARRETO, L.C.L.;SÁ-BARRETO, Lívia C. L.;SÁ-BARRETO, LÍVIA C.L.;SÁ-BARRETO, Lívia C.;SÁ-BARRETO, LIVIA LIRA;SA-BARRETO, LIVIA LIRA"
Patrícia Silva Gomes,http://lattes.cnpq.br/6447699862558690,"GOMES, P. S."
Paulo Cesar de Melo Mendes,http://lattes.cnpq.br/0880896382546384,"MENDES, Paulo C.M;MENDES, PAULO CESAR DE MELO;MENDES, PAULO CÉSAR DE MELO MENDES"
Ana Clara Bonini-Rocha,http://lattes.cnpq.br/2116511872790806,"Bonini-Rocha, A. C.;BONINI-ROCHA, ANA CLARA;BONINI'ROCHA, ANA CLARA;ROCHA, A.C.B.;ROCHA, ANA CLARA BONINI"
Andrea Felippe Cabello,http://lattes.cnpq.br/4731226594888669,"CABELLO, A. F.;CABELLO, ANDREA FELIPPE"
Paulo César Motta,http://lattes.cnpq.br/3564130773797143,"MOTTA, P. C.;MOTTA, PAULO"
Yanna Karla de Medeiros Nóbrega,http://lattes.cnpq.br/1899130163424931,"NÓBREGA, Y. K. M.;Medeiros Nóbrega, Y.K.;Nóbrega, Yanna Karla M.;Medeiros Nóbrega, Yanna Karla;Yanna Karla Medeiros Nóbrega;Nobrega, Yanna C de;NÓBREGA, YANNA C. DE;Yanna K. Nóbrega;Nóbrega, Y. K.;Nóbrega, Yanna K;NÓBREGA, YANNA KARLA MEDEIROS;NÓBREGA, YANNA K.M.;NÓBREGA, YANNA KARLA DE MEDEIROS;De Medeiros Nóbrega, YK;DE MEDEIROS NÓBREGA, YANNA;NÓBREGA, YANNA K. M.;DE MEDEIROS NÓBREGA, YANNA KARLA;NÓBREGA, YANNA KM;KARLA DE MEDEIROS NÓBREGA, YANNA;NOBREGA, YANNA;NÓBREGA, Y.K.M."
Cinara Barbosa de Sousa,http://lattes.cnpq.br/4095015660951209,"SOUSA, C. B."
Juliana Rochet Wirth Chaibub Paulino,http://lattes.cnpq.br/5177028895277181,"ROCHET, Juliana;CHAIBUB, Juliana Rochet;CHAIBUB, Juliana Rochet Wirth"
Rafael Rabelo Nunes,http://lattes.cnpq.br/2159363939642253,"RABELO, R.;NUNES, R.;NUNES, R. R"
Olavo Leopoldino da Silva Filho,http://lattes.cnpq.br/2385734808526524,"Olavo L.S.F.;Olavo, L. S. F.;OLAVO, L.S.F.;SILVA FILHO, OLAVO LEOPOLDINO DA;DA SILVA FILHO, OLAVO LEOPOLDINO;SILVA FILHO, O;OLAVO, L S F;SILVA FILHO, O. L."
Amanda Athayde Linhares Martins Rivera,http://lattes.cnpq.br/3657244167587179,"ATHAYDE, Amanda."
Carlos Eduardo Guimarães Pinheiro,http://lattes.cnpq.br/2561574310974189,"PINHEIRO, C. E. G.;Pinheiro, C. E. G.;PINHEIRO, CEG;Pinheiro, Carlos E.G.;PINHEIRO, CARLOS E. G.;C.E.G. PINHEIRO;Carlos Eduardo Guimarães Pinheiro;Carlos E. G. Pinheiro;C. E. G. PINHEIRO;CARLOS E. G. PINHEIRO;PINHEIRO, C E G"
Dalton Lopes Martins,http://lattes.cnpq.br/3774617443225038,"MARTINS, D. L.;MARTINS, DALTON LOPES;LOPES, DALTON MARTINS;MARTINS, DALTON"
Denise Cristina Fernandes Scarambone,http://lattes.cnpq.br/1187078326665239,"SCARAMBONE, D. C. F."
Félix Alves da Silva Júnior,http://lattes.cnpq.br/1214457416002858,"Alves da Silva Júnior, Félix;Júnior, Félix A. Silva"
Luis Isamu Barros Kanzaki,http://lattes.cnpq.br/8822117002365577,"KANZAKI, L. I. B.;Kanzaki, Luís IB;KANZAKI, LUIS IB"
Maria da Glória Magalhães dos Reis,http://lattes.cnpq.br/4347778164857988,"REIS, Maria da Glória Magalhães dos;MAGALHÃES DOS REIS, M. G.;REIS, M. G. M.;MAGALHÃES DOS REIS, Maria da Glória"
Olga Maria Ramalho de Albuquerque,http://lattes.cnpq.br/1773184737080514,"ALBUQUERQUE, O. M. R.;Olga Ramalho de Albuquerque;ALBUQUERQUE, OLGA MARIA RAMALHO DE;ALBUQUERQUE, OLGA"
Fábio Alfaia da Cunha,http://lattes.cnpq.br/1934254475242327,"CUNHA, Fábio Alfaia da;ALFAIA DA CUNHA, F.;Da cunha, Fábio Alfaia;FÁBIO ALFAIA DA CUNHA"
Karina Nascimento Costa,http://lattes.cnpq.br/7255877647009355,"COSTA, K. N.;K. N. Costa;K.N. Costa;COSTA, KARINA N.;COSTA, KARINA NASCIMENTO"
Maria Emília Machado Telles Walter,http://lattes.cnpq.br/0216229039021964,"WALTER, M. E. M. T.;Walter, M.E.M.T.;WALTER, M.E.T.;Walter, M.E.T.;WALTER,M.E.M.;Walter,M.E.M.;WALTER,M.E.;Walter,M.E.;Walter, Maria Emília Machado Telles;MARIA EMILIA M.T. WALTER;WALTER, MARIA EMILIA M.T.;WALTER, MARIA EMILIA MT;Maria Emilia Walter;WALTER, MARIA EMILIA;WALTER, MARIA EMILIA M. T.;WALTER, MARIA EMÍLIA M. T.;MARIA EMILIA WALTER;MACHADO TELLES WALTER, MARIA EMÍLIA;WALTER, MARIA;WALTER, MARIA E. M. T.;WALTER, MARIA EMÍLIA;WALTER, MARIA EMILIA MACHADO TELLES"
Ricardo Tezini Minoti,http://lattes.cnpq.br/4058939299213448,"MINOTI, Ricardo Tezini;MINOTI, R.T."
Antonio Raphael Teixeira Neto,http://lattes.cnpq.br/2368985735640767,"TEIXEIRA NETO, A. R.;TEIXEIRA NETO, ANTÔNIO RAPHAEL;TEIXEIRA-NETO, AR;TEIXEIRA NETO, AR;TEIXEIRA NETO, ANTONIO RAPHAEL;NETO, ANTÔNIO RAPHAEL TEIXEIRA;TEIXEIRA-NETO, ANTÔNIO RAPHAEL;ANTONIO RAPHAEL TEIXEIRA NETO"
Daniela Freddo,http://lattes.cnpq.br/2272842229824956,"FREDDO, D."
José Antonio Vieira Pimenta,http://lattes.cnpq.br/0854801305953601,"PIMENTA, José"
Lucie Josephe de Lannoy,http://lattes.cnpq.br/7914181904874829,"LANNOY, Lucie Josephe de"
Otávio de Toledo Nóbrega,http://lattes.cnpq.br/7451328619710967,"NOBREGA, O. T.;Nóbrega, Otávio T;Nóbrega, Otávio de Tolêdo;Nóbrega, O.T;Nóbrega, O.T.;Nobrega, Otavio;Nóbrega, O. T.;Nóbrega, Otávio de Toledo;de Tolêdo Nóbrega, Otávio;Nóbrega, Otávio T.;Nobrega, Otavio T;Nóbrega, Otávio Toledo;Nóbrega, Otávio Tolêdo;DE TOLEDO NÓBREGA, O;O. de Toledo Nóbrega;de Toledo Nóbrega, O;de Tolêdo Nóbrega, O;DE TOLEDO NÓBREGA, O.;Otávio de Toledo Nóbrega;Nobrega, Otavio de Toledo;OTÁVIO NÓBREGA;NÓBREGA, OTÁVIO;Otávio Nóbrega;Nóbrega, Otávio;Nóbrega, O.;Nóbrega, O;Otavio Nobrega;O. Nóbrega;O. Nobrega;NOBREGA, OTÁVIO;NOBREGA, OTAVIO T.;NÓBREGA, OTÁVIO TÔLEDO;TOLÊDO NÓBREGA, OTÁVIO;TOLEDO NÓBREGA, OTÁVIO;NOBREGA, OTÁVIO DE TOLÊDO;Nobrega OT;OT Nóbrega;OT Nobrega;Otávio T. Nóbrega;N?BREGA, OT?VIO TOLEDO;N?BREGA, OT?VIO T.;DE TOLEDO N?BREGA, OT?VIO"
Alberto Carlos Guimarães Castro Diniz,http://lattes.cnpq.br/6397895794753639,"DINIZ, A. C. G. C.;DINIZ, ALBERTO C. G. C.;GUIMARÃES CASTRO DINIZ, ALBERTO CARLOS"
Alexandre Kepler Soares,http://lattes.cnpq.br/3620209642728740,"SOARES, A. K.;Soares, Alexandre Kepler;Soares, Alexandre K.;SOARES, ALEXANDRE"
Edlene Oliveira Silva,http://lattes.cnpq.br/7786936638508354,"SILVA, E. O."
Eleudo Esteves de Araujo Silva Junior,http://lattes.cnpq.br/9054266453819789,"SILVA JUNIOR, E. E. A.;SILVA Jr, E. E. A.;JUNIOR, E. E. A. S."
Germana Menezes da Nóbrega,http://lattes.cnpq.br/2899317637335635,"NÓBREGA, G. M. da;NÓBREGA, GERMANA"
Jake Carvalho do Carmo,http://lattes.cnpq.br/8850603018835560,"CARMO, J. C.;CARMO, JAKE CARVALHO;Jake do Carmo;Carmo, Jake do;CARMO, JAKE;DO CARMO, JAKE CARVALHO"
Leonardo Rodrigues Araujo Xavier de Menezes,http://lattes.cnpq.br/9279262545449206,"MENEZES, L. R. A. X.;de Menezes, Leonardo;Leonardo Menezes;Leonardo Rax;Leonardo R A X de Menezes;deMenezes L. R. A. X;DEMENEZES L. R. A. X;deMenezes, Leonardo R. A. X.;de Menezes, Leonardo R. A. X.;Menezes, Leonardo R. A. X.;DE MENEZES, L.R.A.X.;DE MENEZES, LEONARDO R.A.X.;MENEZES, LEONARDO R.A.X. DE;MENEZES, R.A.X.;DE MENEZES, LEONARDO R.A.X;MENEZES, L.R.A.X.;DE MENCZES, L.R.A.X;DE MENCZES, L.R.A.X.;DE MENEZES, LEONARDO R.;DE MENEZES, L.;DE MENEZES, LEONARDO;DE MENEZES, L. R. A.;DE MENEZES, LEONARDO R. A.;MENEZES, LEONARDO RODRIGUES ARAÚJO XAVIER DE;MENEZES, LEONARDO R.A.X.;DE MENEZES, LEONARDO RODRIGUES ARAUJO XAVIER"
Manuel Nascimento Dias Barcelos Júnior,http://lattes.cnpq.br/9046070097230104,"Barcelos, M.;Barcelos Jr., M. N. D.;Barcelos Júnior, M. N. D.;NASCIMENTO DIAS BARCELOS JUNIOR, MANUEL;J'NIOR, MANUEL NASCIMENTO DIAS BARCELOS;BARCELOS JÚNIOR, MANUEL NASCIMENTO DIAS"
Paulo Roberto Affonso Marins,http://lattes.cnpq.br/0184584802331353,"MARINS, P. R. A."
Tatsuya Nagata,http://lattes.cnpq.br/3407440699398765,"NAGATA, TATSUYA;NAGATA, T.;TATSUYA NAGATA;T. NAGATA;NAGATA TATSUYA;Nagata, Tatsuya;Tatsuya, Nagata"
Alba Elena Escalante Alvarez,http://lattes.cnpq.br/4358294134905030,"Escalante, A.;ESCALANTE, ALBA"
André Costa Drummond,http://lattes.cnpq.br/8525132522308309,"DRUMMOND, A. C.;DRUMMOND, ANDRÉ C.;DRUMMOND, ANDRE COSTA;DRUMMOND, ANDRE C.;DRUMMOND, ANDRÉ COSTA;C. DRUMMOND, ANDRÉ"
Ângela Barcellos Coelho Café,http://lattes.cnpq.br/0090487072535815,"CAFÉ, Â. B. C."
Cássio José da Silva,http://lattes.cnpq.br/7588149022530651,"SILVA, C. J.;SILVA, CÁSSIO JOSÉ DA;SILVA, C.J."
Claudio Araujo Reis,http://lattes.cnpq.br/2187826235326171,"REIS, C. A.;REIS, CLÁUDIO ARAUJO"
Daniel Junqueira Tarquinio,http://lattes.cnpq.br/1959303208415381,"TARQUINIO, D. J."
Donaria Coelho Duarte,http://lattes.cnpq.br/7361440038891329,"DUARTE, D. C.;DUARTE, DONÁRIA COELHO"
Michelle Andrade,http://lattes.cnpq.br/3254944113298230,"ANDRADE, Michelle;ANDRADE, M."
Roberta Mary Vidotti,http://lattes.cnpq.br/8572311134832725,"VIDOTTI, R. M.;VIDOTTI, ROBERTA M.;VIDOTTI, ROBERTA;VIDOTTI, R.;Vidotti, Roberta Mary"
Ana Cristina Murta Collares,http://lattes.cnpq.br/3828434769390611,"COLLARES, Ana Cristina M.;Ana Cristina M. Collares;COLLARES, ANA CRISTINA;Collares, Ana Cristina Murta"
Carla Maria Chagas e Cavalcante Koike,http://lattes.cnpq.br/4356412661621236,"KOIKE, C. M. C. C.;Koike, Carla;KOIKE, CARLA MARIA CHAGAS E CAVALCANTE;KOIKE, CARLA MARIA;CAVALCANTE KOIKE, CARLA MC E"
Cristiane da Silva Ferreira,http://lattes.cnpq.br/9085673712269306,"FERREIRA, C. S.;FERREIRA, C.;Ferreira, C. d. S.;Ferreira, Da S. F.;SILVA FERREIRA, CRISTIANE"
David Bretanha Junker,http://lattes.cnpq.br/8759811500989529,"JUNKER, D. B."
Elaine Nolasco Ribeiro,http://lattes.cnpq.br/5078193653345041,"RIBEIRO, E. N.;RIBEIRO, ELAINE NOLASCO"
Helson Mario Martins do Vale,http://lattes.cnpq.br/1801689011454385,"VALE, H. M. M.;Vale, H. M. M. do;Vale, Helson Mario Martins;VALE, HELSON MÁRIO MARTINS;Vale, Helson M. M. do;VALE, HELSON M.M. DO;VALE, HELSON MARIO MARTINS DO;VALE, HELSON MÁRIO MARTINS DO;DO VALE, HELSON MARIO MARTINS;VALE, HELSON M. M."
Marcelo Grandi Mandelli,http://lattes.cnpq.br/9131118431418928,"MANDELLI, M. G.;MANDELLI, MARCELO;MANDELLI, MARCELO G."
Marcos Honorato de Oliveira,http://lattes.cnpq.br/0471906852268220,"OLIVEIRA, M. H.;OLIVEIRA, MARCOS HONORATO"
Paulo Petronilio Correia,http://lattes.cnpq.br/1801687030702050,"CORREIA, P. P."
Carlos Jorge de Abreu,http://lattes.cnpq.br/0298294865365128,"Abreu, C. J."
Claudia Marcia Coutinho Gurjão,http://lattes.cnpq.br/0917237900795915,"GURJÃO, C. M. C."
Eloísa Pereira Barroso,http://lattes.cnpq.br/6579511690810109,"BARROSO, E. P.;BARROSO, ELOÍSA PEREIRA"
Guy Grebot,http://lattes.cnpq.br/0925827814851624,"GREBOT, G."
Joaquim Carlos Goncalez,http://lattes.cnpq.br/0220830488629637,"GONCALEZ, J. C.;GONÇALEZ, JOAQUIM CARLOS;GONÇALEZ, J.C.;JOAQUIM, CARLOS GONCALEZ;GONÇALEZ, JOAQUIM"
José Luís da Costa Oreiro,http://lattes.cnpq.br/3747519200935517,"OREIRO, J. L. C."
Julio Lemos de Macedo,http://lattes.cnpq.br/2584366080619497,"MACEDO, J.L.;de MACEDO, J.L.;MACEDO, J;de Macedo, Julio L.;Macedo, Julio L.;Macedo, Julio L. de;de Macedo, Julio Lemos;DE'MACEDO, JULIO L."
Rafael Garcia Barreiro,http://lattes.cnpq.br/1224310568760472,"BARREIRO, R. G.;GARCIA BARREIRO, RAFAEL"
Ricardo de Oliveira Gaspar,http://lattes.cnpq.br/7729328470427064,"GASPAR, R. O.;Gaspar, Ricardo de Oliveira;GASPAR, R.O.;RICARDO, DE OLIVEIRA GASPAR;DE OLIVEIRA GASPAR, RICARDO;GASPAR, RICARDO O."
Talita de Almeida Fernandes,http://lattes.cnpq.br/7581420895310326,"FERNANDES, Talita de Almeida;FERNANDES, T D;Fernandes, Talita de A.;Fernandes, T. de A.;DE A. FERNANDES, TALITA"
Himilsys Hernández González,http://lattes.cnpq.br/3738590540242147,"GONZÁLEZ, H. H."
José Vieira de Sousa,http://lattes.cnpq.br/3287025746166245,"SOUSA, J. V.;SOUSA, JOSÉ VIEIRA DE;DE SOUSA, JOSÉ VIEIRA"
Karina e Silva Dias,http://lattes.cnpq.br/5090396987995001,"DIAS, K. S."
Rejane Antonello Griboski,http://lattes.cnpq.br/4643129015076095,"GRIBOSKI, R. A.;GRIBOSKI, REJANE ANTONELLO"
Jonas Wilson Pegoraro,http://lattes.cnpq.br/2561305181598507,"PEGORARO, J. W."
Marilde Loiola de Menezes,http://lattes.cnpq.br/2191465749549046,"MENEZES, M. L."
Susana Madeira Dobal Jordan,http://lattes.cnpq.br/5063008053842213,"DOBAL, Susana M.;DOBAL, SUSANA"
